run,generator,bits,duration_ms,storage_bytes,zeros,ones,ones_ratio
48,BLAKE3 XOF DRBG,1000000,0.125875,125000,500080,499920,0.499920
48,ChaCha20 DRBG,10000000,1.927667,1250000,4998829,5001171,0.500117
48,AES-256-CTR DRBG,10000000,6.525375,1250000,4999271,5000729,0.500073
48,BLAKE3 XOF DRBG,10000000,1.276708,1250000,5000628,4999372,0.499937
49,ChaCha20 DRBG,10000,0.002000,1250,5036,4964,0.496400
49,AES-256-CTR DRBG,10000,0.007834,1250,5047,4953,0.495300
49,BLAKE3 XOF DRBG,10000,0.001333,1250,4906,5094,0.509400
49,ChaCha20 DRBG,100000,0.022750,12500,50254,49746,0.497460
49,AES-256-CTR DRBG,100000,0.065375,12500,50105,49895,0.498950
49,BLAKE3 XOF DRBG,100000,0.012625,12500,50111,49889,0.498890
49,ChaCha20 DRBG,1000000,0.200458,125000,499264,500736,0.500736
49,AES-256-CTR DRBG,1000000,0.705625,125000,500779,499221,0.499221
49,BLAKE3 XOF DRBG,1000000,0.128417,125000,499743,500257,0.500257
49,ChaCha20 DRBG,10000000,1.921209,1250000,4999695,5000305,0.500031
49,AES-256-CTR DRBG,10000000,7.009958,1250000,5001800,4998200,0.499820
49,BLAKE3 XOF DRBG,10000000,1.334708,1250000,4999627,5000373,0.500037
